Country Name,Country Code,Indicator Name,Indicator Code,1960,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Albania,ALB,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,-3.401615535,-35.73404988,-40.21038501,-3.770608922,-8.97261852,5.474242655,6.373134105,-4.841038045,8.110647221,5.822670034,16.07739296,19.41153258,15.49955413,16.06062357,18.73151681,19.30161729,17.80080106,10.08030609,4.497554643,3.823660143,6.250606793,5.093499439,3.625122696,1.232177048,-0.741190423,-0.721612499,0.502568923,-0.695497452,-1.554877516,6.250606793,16.07739296
Arab World,ARB,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,-6.279210767,5.979204267,5.038419307,4.846650567,5.828012844,5.31832424,6.397856764,5.652055834,8.451454699,11.24286273,11.5542962,10.68638728,13.43854668,16.60688465,21.5278994,22.80816559,23.9600267,26.09384927,15.04443601,20.08405109,24.34115879,22.6133553,19.96192221,17.27479037,10.10786222,10.19373641,12.61287992,12.5903289,20.08405109,11.24286273
Argentina,ARG,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,7.508496219,7.448161049,8.564211944,11.30361491,10.72207651,9.860084417,10.84933843,9.720040325,10.04086271,6.52262534,6.490594327,6.567262125,7.598526445,9.862904276,2.184413245,2.116788044,10.3277565,12.39741573,11.3869675,9.311366077,8.992188211,9.424810521,7.878980488,6.546496106,6.456248111,6.017805418,5.776200711,4.452039909,5.019032084,8.992188211,6.490594327
Armenia,ARM,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,-16.94626033,-14.15456453,-12.75340513,-14.75379802,-12.95894543,-17.45151655,-10.78784182,-6.292215747,0.562298968,4.71446117,9.933273111,14.80998447,15.52575679,15.72767415,1.930845572,0.180455064,-2.159302167,-0.964593348,0.561261885,-0.980671714,3.059318548,0.863801027,0.586939369,-4.183971242,0.180455064,-17.45151655
Australia,AUS,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,9.179948133,6.060166321,3.449401364,6.101954992,7.933453838,7.111227694,8.023565689,8.547190327,8.23160821,7.110297869,6.463988184,6.335049807,7.566366659,7.401948104,7.66156389,6.149134711,6.205914824,5.081237839,5.3205293,8.74922811,6.875076539,8.037328587,9.546904617,8.955599186,7.328936637,6.632715865,4.511304853,6.059513861,4.422681831,6.875076539,6.463988184
Austria,AUT,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,-6.279210767,5.979204267,5.038419307,4.846650567,5.828012844,5.31832424,6.397856764,5.652055834,8.451454699,11.24286273,11.5542962,10.68638728,13.43854668,16.60688465,13.84098288,14.68156433,16.37272489,16.51555794,12.38433082,13.08144219,13.57401214,12.77051862,12.23541537,12.61585882,12.44621669,13.79206673,13.40953914,14.27526037,13.08144219,11.24286273
Azerbaijan,AZE,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,-20.56001337,-23.91544665,-29.68471565,-17.72151022,-7.296297841,-1.028575918,0.763832594,9.777011215,11.95643605,15.7333963,19.30519406,17.31897339,18.75212622,20.64236021,20.35424673,22.1493883,21.15174743,12.82296522,5.748425118,8.856241453,6.348452926,18.75212622,-29.68471565
Burundi,BDI,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,-19.36117265,-14.93193758,-22.54921657,-15.63297922,-24.62374985,-31.00251945,-39.01328655,-31.84853306,-39.86403632,-27.43796668,-28.16011049,-32.64731318,-35.28008673,-49.2869832,-39.93666545,-26.23115598,-28.72241745,-37.04116604,-45.73261739,-30.52496182,-29.13087172,-31.96712697,-15.47075667,-22.49802622,-26.04825817,-14.51520244,-21.00513182,-19.70803009,-16.91257299,-29.13087172,-28.16011049
Belgium,BEL,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,,,14.18554112,13.4830701,14.7408132,14.66503858,14.85655,15.78467118,13.90354458,11.1337243,11.47097029,9.672085562,10.61133452,10.16055344,10.81211276,11.37674182,11.34614019,12.09976171,11.07709803,11.47097029,
Benin,BEN,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,-0.401238331,0.63702702,-2.418585976,-2.671007087,-0.571495256,-0.066907979,-1.549213273,-0.164996816,-0.551386599,-3.42142433,-2.417153987,-1.530069092,-0.775116588,-2.657513729,0.083750691,-0.616825155,-1.299686897,-0.086816425,-0.957772242,-2.355982145,-2.010528751,-1.421525787,0.331154967,3.191382343,5.018883484,-2.004672767,0.475042849,0.889330321,3.156138518,-2.010528751,-2.417153987
Bangladesh,BGD,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,12.27264127,11.88809908,11.36903377,10.61584301,12.17494792,11.99441643,13.18027971,14.52358479,16.25267137,16.84328005,17.86977281,18.33518101,20.28921403,20.21561616,21.43834537,22.1915294,23.61615587,24.68897364,25.4442837,26.72266491,26.73630187,26.05192878,28.27571761,27.72925731,26.13425992,25.17883114,25.88761025,24.51868553,22.49215321,26.73630187,17.86977281
Bulgaria,BGR,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,0.718077767,2.023808879,-1.174168204,-10.04195227,-5.216164592,18.94502898,-0.131868882,11.79990737,13.43477825,2.309404342,-1.739104138,0.654690041,2.982443438,1.97028656,1.097664273,2.270648658,0.142630413,-4.694507309,3.045283878,6.955479429,7.024101437,8.595103781,8.648451146,11.36730926,9.560268905,8.440506508,10.84233468,12.22952719,15.14013544,7.024101437,-1.739104138
Bahrain,BHR,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,18.85481094,1.97309576,-1.224146853,-2.494427939,3.436445953,5.586713053,5.461414792,3.751154235,,,12.97136466,5.617342685,,14.36272735,13.59524256,25.60261622,31.72320625,37.21051221,33.85748786,19.51294266,21.42850427,16.53675396,25.21656803,21.13243872,19.67442873,13.51470777,16.63400329,20.4250882,19.91402517,21.42850427,12.97136466
"Bahamas, The",BHS,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,13.12545811,17.50590084,15.02393263,13.6810746,26.02104999,31.45289773,27.34586407,26.17437345,31.59530788,30.00204548,26.27678738,29.65579353,28.37166494,29.53963662,27.11925656,23.4711844,24.95176382,23.01453857,21.91936606,20.02298969,17.46044857,19.39425495,19.72340154,15.35593445,10.89740514,13.33206849,3.402162623,-3.525960328,20.02298969,30.00204548
Belarus,BLR,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,12.25994811,7.188114586,6.338484109,5.040937099,7.733918707,8.610485002,6.499170317,9.201957465,6.445351375,6.20158772,9.147709423,13.56435103,15.27938491,17.5811881,16.90241411,18.80908815,14.30483703,14.64927999,18.69229782,18.52731052,15.91293686,14.99613145,16.24812059,13.43925621,14.48575947,15.72409785,14.64927999,9.201957465
Belize,BLZ,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,49.19998442,44.98772893,15.29894427,16.39070237,13.57309709,14.96486337,11.41600372,10.34901982,8.492295921,7.375942681,3.065239655,-6.465171649,-7.823139043,-9.758588215,-8.482958977,-4.58076935,1.718610416,-2.307710505,-2.585419166,-3.221153143,-6.272361312,-4.832991342,-3.051319658,-3.207854122,-1.650602751,2.813913612,-0.798047727,-2.117944514,-3.852429326,-6.272361312,3.065239655
Bolivia,BOL,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,-1.740666263,0.266717588,-0.240381406,-0.845428447,2.824121828,4.323383025,4.929434349,5.487707252,6.630175414,3.195207113,1.482942756,3.161971749,4.091967193,5.119380903,5.377204607,4.526350987,7.990664876,11.51290831,15.06343808,12.81028104,13.55618683,11.16141406,10.47327741,8.282335673,4.918610167,0.888361918,2.065084707,0.751057542,-0.818632517,13.55618683,1.482942756
Brazil,BRA,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,9.799609261,10.33836758,11.7757294,11.98494678,11.55503892,6.441740513,4.863074014,4.229104424,4.074953048,1.362709891,3.870743143,3.281744914,4.548973059,5.823548373,7.675853915,7.414360338,8.068505168,8.704585287,8.580440757,7.974086211,8.549209527,9.11994751,8.405762557,9.034239647,7.065766574,6.468363123,5.598311988,5.440248602,3.311790903,8.549209527,3.870743143
Barbados,BRB,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,12.3584206,9.977699582,12.34951795,11.09314073,13.2724126,5.996898449,7.614792846,6.52460454,7.605799478,5.287169662,4.89406606,3.637005133,4.75110108,7.247392427,2.412869086,-1.697786587,4.907110687,4.805720577,-2.74014292,2.67583626,-2.317295735,-8.548668767,-3.507846402,-3.495406522,-2.069690951,-0.193890138,-0.626937448,,,-2.317295735,4.89406606
Brunei Darussalam,BRN,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,,18.27571739,24.66015496,24.14608822,20.78337252,25.2194618,27.39794989,28.2999665,35.81923074,25.3890103,36.65207063,35.98362865,37.75495425,38.71406706,38.330545,35.67731727,37.44142764,35.55358972,30.35704,36.65207063,
Botswana,BWA,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,32.82303194,35.73219391,31.1721287,32.35013236,20.74235966,19.04828493,28.79378454,30.04402752,32.09363684,34.93887919,35.02250085,39.76872621,28.99638543,25.55407762,23.85801058,31.54851177,31.02468534,30.29845669,24.67191169,14.31654645,21.02310829,29.16768666,27.24294918,23.1857968,27.55444511,23.37124832,22.46279816,23.39258362,20.49314596,21.02310829,35.02250085
Central African Republic,CAF,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,2.872468217,1.631243594,1.881916286,4.556380374,8.438233049,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,6.33119663,4.256501086,3.182818138,4.122014415,6.829201155,8.62009066,8.729171729,9.63020495,7.664611277,9.287099059,11.29535543,9.419568282,9.145729868,9.377481914,10.83682408,11.54625562,11.72057321,11.37170217,10.15591161,4.404679716,6.606146796,8.301639462,8.22725004,8.746025135,9.249865236,5.712176995,4.970396923,6.660047297,6.036965752,6.606146796,11.29535543
Central Europe and the Baltics,CEB,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,5.047412917,5.090827734,5.509963335,5.743164084,4.011871705,4.106604881,4.119650651,3.641166995,3.34205152,3.768761477,5.461672911,6.245954302,7.624492717,8.119886669,6.256370993,5.969743981,6.732165499,6.67982302,7.785476203,8.505305712,9.820416711,8.839332009,9.368821127,9.39447423,5.969743981,4.106604881
Switzerland,CHE,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,16.40363613,14.53568095,12.74672006,13.7198898,14.24814821,15.20432381,14.89403482,16.77333519,16.75261348,16.3182611,19.07100186,15.60884914,14.13138279,17.44536415,18.06106131,19.5312983,21.93184255,18.84305955,12.45383646,16.96340098,21.35436524,18.62905105,19.05464337,17.93188448,15.99991189,18.50445718,17.31922528,16.80138545,16.93070767,21.35436524,19.07100186
Chile,CHL,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,5.724175442,6.273192687,6.80163457,7.239499651,7.582263066,10.06255553,9.054261635,9.055514785,9.041677729,6.559762231,5.774593573,7.253989264,8.197569759,6.86572574,5.752638925,6.253566504,3.464365522,3.695768622,2.666663177,5.60700274,6.600895714,4.741671598,5.501207234,4.450895991,4.853800544,6.007058856,5.037335398,2.11876147,0.526902592,6.600895714,5.774593573
China,CHN,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,16.62922725,20.06166005,23.03027718,23.10449474,24.18821207,22.42492665,21.50393216,22.64989203,21.45747601,18.73895093,16.87993857,18.55825228,19.96723399,22.26103945,23.07784939,22.58234856,23.47291501,24.5356981,23.25868186,24.64104624,23.8101352,19.83242945,20.02689163,19.76971947,20.55942837,19.73937006,19.00518763,18.68046339,21.13281118,23.8101352,16.87993857
Cote d'Ivoire,CIV,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,,,,,,5.880397531,3.511370174,4.598243449,8.730167113,12.64576768,12.1448361,7.967574194,10.62656161,15.15920022,19.49056473,22.73440807,21.30044144,,,12.1448361,
Cameroon,CMR,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,1.297995514,5.022645877,-0.903310339,3.231511376,6.207590803,7.465843696,3.93055486,3.874482716,9.089922498,6.399476698,0.00103084,2.297099511,2.740223332,4.554133144,7.404957204,4.983718365,3.988039513,3.023484401,1.504579162,3.55262013,0.603202298,0.705008912,-0.568842006,-0.04446346,1.881439661,0.5523709,1.394883747,1.402205477,-0.30946323,0.603202298,0.00103084
"Congo, Dem. Rep.",COD,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,,,,,,-7.269167629,-3.63503323,-4.793223575,-18.13537917,-13.17388149,-1.510113981,-6.488248231,-18.98888394,-17.63914427,-14.67759091,-13.36485847,-14.59027237,0.084120662,-7.935677863,-1.510113981,
"Congo, Rep.",COG,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,-19.47429339,-20.6377993,-5.499292075,-30.80679237,-15.98537311,-79.71369332,-81.26029417,-53.83062409,-34.56875619,-38.93759166,-32.281782,-36.18419836,-29.45520763,-13.11749389,-46.58093918,-50.7172589,-56.72073462,-54.95942546,-49.42332551,-42.81001444,-39.64462842,-44.67366231,-42.14778121,-38.73546925,-23.81427807,-24.59226972,-39.85000052,,,-39.64462842,-32.281782
Colombia,COL,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,7.354975653,11.5002018,9.449197986,8.285230028,9.372178292,7.899296136,3.006669055,1.76185612,0.995294629,-1.149724723,-1.79171311,-0.642382822,0.370861695,0.959708151,1.698227407,2.752315482,2.223238537,2.600348888,2.13413622,3.680873398,3.082896579,1.999092568,1.590849184,1.832701304,1.666208219,1.322069903,1.676666192,0.132216348,-2.044012202,3.082896579,-1.79171311
Costa Rica,CRI,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,15.2820738,8.140061904,9.990118745,8.719559075,10.72846701,11.14773519,9.93272353,12.98854471,15.67985161,13.89611355,13.62822957,14.48071264,11.43297715,10.33916574,11.68928589,11.13565056,13.54465297,14.73341923,13.34013477,14.71679771,14.64169303,13.02599383,14.36559169,13.31059182,13.12399092,14.57860849,15.66555756,16.6239718,16.90327807,14.64169303,13.62822957
Cyprus,CYP,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,11.37308792,5.537092577,7.256338108,13.56186529,14.77352114,10.50165992,9.079559735,7.228129553,14.72000463,8.532885056,7.846614822,7.921532574,9.84570933,11.79984928,11.06079753,11.02867116,11.39305688,7.580316778,8.288240334,10.18924426,6.732458666,9.607362458,5.289686104,3.911216879,1.056307656,4.212962403,4.716165089,7.420020652,8.136540501,6.732458666,7.846614822
Czech Republic,CZE,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,8.358934224,9.804121842,11.29501477,10.7322345,6.901190611,8.187538695,6.262570809,5.86683565,6.421508091,5.845366056,5.092780932,6.450032887,7.913696995,8.596305557,10.13304592,8.566736177,3.928842389,3.36433985,3.773872006,5.033797017,4.543847505,6.012773669,10.4175935,9.85774701,10.18195025,,3.36433985,5.86683565
Germany,DEU,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,11.46681572,11.14337687,9.602619954,9.9544165,10.39703064,9.641793125,9.882707647,10.17872202,9.46470652,9.132887199,8.906519702,8.899816483,8.071673928,10.63326793,10.32182387,12.69183527,14.72474034,13.3081939,9.782302852,11.60060056,13.69915177,12.52049154,12.02853368,13.29769599,14.08170505,14.32090028,14.33371345,14.43842635,11.60060056,9.132887199
Denmark,DNK,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,12.68527892,10.0920729,12.34141334,12.0562264,11.75902582,12.98648689,13.4759133,14.34218012,14.13189277,14.34643968,14.75957191,15.56746008,14.58656194,14.15403959,14.73760631,15.25245635,16.15659077,15.03019537,13.53812731,10.8883298,13.16997652,14.23645543,12.73033716,16.19152975,17.46859374,17.99532781,18.97987259,19.05553078,19.36445648,13.16997652,14.75957191
Dominican Republic,DOM,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,11.16993877,28.56096177,7.538071409,11.41780281,14.25912077,13.19563225,15.57502674,18.43019389,24.39448898,22.84721351,20.41384295,21.45481416,20.64965822,18.47125585,19.73146445,17.76380541,18.31406336,17.25389009,16.58305257,15.18431099,15.34891661,13.71451154,14.12833473,14.54032682,16.12967995,18.13638663,17.90361886,18.15047624,19.34991332,15.34891661,20.41384295
Algeria,DZA,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,8.726765646,19.57270341,,,,,,,,,,,,,,26.35741048,27.66871394,31.1664383,31.03712454,26.01439273,28.63347098,25.15505175,24.6128339,23.98931897,22.86730079,19.62022632,22.85725127,21.22731265,,28.63347098,
East Asia & Pacific (excluding high income),EAP,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,15.15055325,18.04578353,19.93462452,21.57597412,22.48790439,21.00533842,20.10286558,20.67126416,19.62929933,17.2126169,16.77050264,16.64327885,17.48098299,19.02651644,19.65671786,19.59087661,20.56538081,21.62967666,20.74875258,22.06333536,21.85485977,18.82951916,18.85485799,18.66511506,19.36555184,18.67027953,18.25019476,18.05565965,19.91451211,21.85485977,16.77050264
Early-demographic dividend,EAR,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,6.011665952,6.794062681,7.438784813,8.943203397,9.95121847,10.25875558,10.64972063,11.37096796,10.92882508,10.33505379,10.3674385,8.992603445,9.280882737,9.436397681,10.69682658,12.37055727,13.84730553,14.42196514,14.10484807,12.85400831,14.98912394,14.60716101,13.70746445,12.73058384,12.56244794,12.11217669,12.27549895,12.75921915,12.49286994,14.98912394,10.3674385
East Asia & Pacific,EAS,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,16.29544937,16.06229899,14.49083736,12.66781865,12.8266666,11.78892524,11.61466067,12.48126633,13.38343589,13.46442979,14.2852038,15.4448883,13.92284755,13.20233468,14.52177971,13.07485023,13.35662668,14.17626208,15.02747596,15.52288145,15.22362568,15.54286862,16.57608,14.52177971,12.8266666
Europe & Central Asia (excluding high income),ECA,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,-10.72796878,-11.97695855,-6.186297127,-6.405803963,-1.593350042,1.436483143,4.166462449,2.708849124,3.008436413,3.510260546,7.09566416,8.389745357,9.638738249,11.24218987,10.62252,4.192127954,8.120000334,10.25583941,9.522726372,8.162860169,8.786776109,9.980503278,8.273410493,8.974484448,8.928249559,8.120000334,4.166462449
Europe & Central Asia,ECS,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,7.863031734,7.342209639,7.214238153,6.747989991,8.2480929,9.264306083,9.512227221,9.984902187,10.49906626,10.17553602,10.02828217,9.752626762,9.489095209,9.407400766,10.09777099,10.28365171,10.92850814,11.46941546,10.0297459,7.090422445,8.351559996,9.220382883,8.664770298,8.475145297,9.102539478,9.786928874,9.778408819,10.4668743,10.39109965,8.351559996,10.02828217
Ecuador,ECU,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,8.867049764,13.51970739,16.31587633,7.213178118,7.099288482,3.712931897,4.80141475,7.601329226,6.395785771,8.742834612,8.252536154,5.965500739,5.912479233,4.355597178,2.084572863,1.775550351,3.521022896,4.962893683,7.327184311,10.25323523,6.474878608,6.664004692,7.74177372,8.070809663,7.584148405,7.3179287,8.56563509,7.375489417,3.645861048,6.474878608,8.252536154
"Egypt, Arab Rep.",EGY,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,11.21132238,18.34066255,19.75268764,16.74545075,11.43855388,10.05497082,6.127941464,7.51828413,10.92178361,8.959350419,7.48731193,10.15180057,9.881269563,8.091959011,8.364836065,5.910647148,6.934150938,8.550519425,7.128939942,5.198391643,6.750401606,4.849122954,1.676375153,3.410126482,2.026240921,3.238562646,3.798517664,1.346771398,3.556278927,6.750401606,7.48731193
Euro area,EMU,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,11.94970728,11.05654684,10.61640359,10.05047439,10.40983409,11.43392274,11.15088994,11.77261345,11.89816378,11.62557445,11.17664768,11.04755023,10.75882062,10.32321722,11.13896499,10.80678444,11.50980629,12.14472912,10.58418098,7.781733162,8.258411217,9.008226616,8.479685677,8.51632957,9.238112147,9.970788717,10.50861697,11.10275631,11.21466019,8.258411217,11.17664768
Eritrea,ERI,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,37.27191436,-1.120558374,-1.23343245,14.59532524,-11.18493272,3.161007825,0.054711339,,,,,,,,,,,,,,,,,,,,0.054711339
Spain,ESP,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,12.71739356,12.33920526,10.74768462,10.35592873,10.19861622,12.77498425,12.57775133,13.5335846,14.11086613,13.11536423,12.79505663,12.59235385,13.32147381,13.86676113,12.83031629,11.95971911,11.53175196,10.91474223,9.414080734,8.571041599,7.506948833,6.32208089,6.045236634,6.881400634,7.15543959,8.701655134,9.732122931,9.989768806,10.15825483,7.506948833,12.79505663
Estonia,EST,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,12.38174592,12.0895065,11.66796547,11.74672823,11.73454275,14.27789963,14.91904516,14.77399271,13.04460944,9.958694796,9.725383589,13.95154459,14.04002198,13.37178294,14.81831462,13.27580024,12.09289879,15.6447523,16.66451189,9.725383589,12.38174592
European Union,EUU,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,11.60567613,10.64819136,10.13931621,9.562670935,10.29312383,11.4189069,11.17201339,11.73865092,11.8417566,11.51633424,11.12656574,10.96120198,10.58710276,10.25799801,11.02270992,10.78899909,11.549744,12.17376985,10.76618882,7.987601654,8.535354843,9.281413053,8.769631917,8.960181892,9.669665708,10.4621606,10.87043476,11.43023153,11.50063305,8.535354843,11.12656574
